school_year,division_number,division_name,school_number,school_name,ft_count,pt_count,total_count
2023-2024,136,Chesapeake City,630,B.M. Williams Primary,835,NA,835
2023-2024,136,Chesapeake City,860,Butts Road Intermediate,575,NA,575
2023-2024,136,Chesapeake City,770,Butts Road Primary,539,NA,539
2023-2024,136,Chesapeake City,90,Camelot Elementary,506,NA,506
2023-2024,136,Chesapeake City,900,Cedar Road Elementary,940,NA,940
2023-2024,136,Chesapeake City,700,Crestwood Intermediate,694,NA,694
2023-2024,136,Chesapeake City,560,Crestwood Middle,560,NA,560
2023-2024,136,Chesapeake City,660,Deep Creek Central Elementary,884,NA,884
2023-2024,136,Chesapeake City,210,Deep Creek Elementary,766,NA,766
2023-2024,136,Chesapeake City,100,Deep Creek High,1646,NA,1646
2023-2024,136,Chesapeake City,610,Deep Creek Middle,801,NA,801
2023-2024,136,Chesapeake City,640,Edwin W. Chittum Elementary,759,NA,759
2023-2024,136,Chesapeake City,720,G.A. Treakle Elementary,403,NA,403
2023-2024,136,Chesapeake City,50,George W. Carver Intermediate,524,NA,524
2023-2024,136,Chesapeake City,820,Georgetown Primary,772,NA,772
2023-2024,136,Chesapeake City,950,Grassfield Elementary,1348,NA,1348
2023-2024,136,Chesapeake City,960,Grassfield High,2313,NA,2313
2023-2024,136,Chesapeake City,120,Great Bridge High,1532,NA,1532
2023-2024,136,Chesapeake City,850,Great Bridge Intermediate,727,NA,727
2023-2024,136,Chesapeake City,590,Great Bridge Middle,1297,NA,1297
2023-2024,136,Chesapeake City,680,Great Bridge Primary,668,NA,668
2023-2024,136,Chesapeake City,870,Greenbrier Intermediate,622,NA,622
2023-2024,136,Chesapeake City,972,Greenbrier Middle,792,NA,792
2023-2024,136,Chesapeake City,140,Greenbrier Primary,698,NA,698
2023-2024,136,Chesapeake City,340,Hickory Elementary,649,NA,649
2023-2024,136,Chesapeake City,890,Hickory High,1606,NA,1606
2023-2024,136,Chesapeake City,280,Hickory Middle,1298,NA,1298
2023-2024,136,Chesapeake City,920,Hugo A. Owens Middle,1309,NA,1309
2023-2024,136,Chesapeake City,830,Indian River High,1702,NA,1702
2023-2024,136,Chesapeake City,710,Indian River Middle,764,NA,764
2023-2024,136,Chesapeake City,973,Jolliff Middle,695,NA,695
2023-2024,136,Chesapeake City,160,Norfolk Highlands Primary,281,NA,281
2023-2024,136,Chesapeake City,80,Oscar F. Smith High,2318,NA,2318
2023-2024,136,Chesapeake City,10,Oscar Smith Middle,976,NA,976
2023-2024,136,Chesapeake City,730,Portlock Primary,547,NA,547
2023-2024,136,Chesapeake City,200,Rena B. Wright Primary,271,NA,271
2023-2024,136,Chesapeake City,620,Southeastern Elementary,783,NA,783
2023-2024,136,Chesapeake City,600,Southwestern Elementary,550,NA,550
2023-2024,136,Chesapeake City,750,Sparrow Road Intermediate,433,NA,433
2023-2024,136,Chesapeake City,40,Thurgood Marshall Elementary,407,NA,407
2023-2024,136,Chesapeake City,971,Truitt Intermediate,245,NA,245
2023-2024,136,Chesapeake City,840,Western Branch High,2123,NA,2123
2023-2024,136,Chesapeake City,810,Western Branch Intermediate,773,NA,773
2023-2024,136,Chesapeake City,740,Western Branch Middle,904,NA,904
2023-2024,136,Chesapeake City,110,Western Branch Primary,805,NA,805
2023-2024,21,Chesterfield County,620,A.M. Davis Elementary,737,NA,737
2023-2024,21,Chesterfield County,861,Alberta Smith Elementary,675,2,677
2023-2024,21,Chesterfield County,631,Bailey Bridge Middle,1442,2,1444
2023-2024,21,Chesterfield County,660,Bellwood Elementary,486,NA,486
2023-2024,21,Chesterfield County,430,Bensley Elementary,581,NA,581
2023-2024,21,Chesterfield County,510,Bettie Weaver Elementary,613,NA,613
2023-2024,21,Chesterfield County,130,Beulah Elementary,993,NA,993
2023-2024,21,Chesterfield County,20,Bon Air Elementary,526,NA,526
2023-2024,21,Chesterfield County,50,C.C. Wells Elementary,582,NA,582
2023-2024,21,Chesterfield County,492,C.E. Curtis Elementary,772,NA,772
2023-2024,21,Chesterfield County,30,Carver College and Career Academy,286,NA,286
2023-2024,21,Chesterfield County,420,Carver Middle,1013,NA,1013
2023-2024,21,Chesterfield County,33,Chester Early Childhood Learning Academy,378,NA,378
2023-2024,21,Chesterfield County,93,Chesterfield Virtual School,570,NA,570
2023-2024,21,Chesterfield County,150,Clover Hill Elementary,877,NA,877
2023-2024,21,Chesterfield County,740,Clover Hill High,1801,2,1803
2023-2024,21,Chesterfield County,840,Cosby High,2536,2,2538
2023-2024,21,Chesterfield County,560,Crestwood Elementary,600,NA,600
2023-2024,21,Chesterfield County,480,Ecoff Elementary,757,NA,757
2023-2024,21,Chesterfield County,870,Elizabeth Davis Middle,1325,NA,1325
2023-2024,21,Chesterfield County,850,Elizabeth Scott Elementary,757,NA,757
2023-2024,21,Chesterfield County,390,Enon Elementary,796,NA,796
2023-2024,21,Chesterfield County,350,Ettrick Elementary,514,NA,514
2023-2024,21,Chesterfield County,300,Evergreen Elementary,823,NA,823
2023-2024,21,Chesterfield County,590,Falling Creek Elementary,796,NA,796
2023-2024,21,Chesterfield County,670,Falling Creek Middle,1388,NA,1388
2023-2024,21,Chesterfield County,180,Grange Hall Elementary,748,NA,748
2023-2024,21,Chesterfield County,70,Greenfield Elementary,485,NA,485
2023-2024,21,Chesterfield County,460,Harrowgate Elementary,473,NA,473
2023-2024,21,Chesterfield County,60,Hopkins Road Elementary,753,NA,753
2023-2024,21,Chesterfield County,550,J.A. Chalkley Elementary,868,NA,868
2023-2024,21,Chesterfield County,650,J.B. Watkins Elementary,831,NA,831
2023-2024,21,Chesterfield County,500,J.G. Hening Elementary,877,NA,877
2023-2024,21,Chesterfield County,400,Jacobs Road Elementary,742,NA,742
2023-2024,21,Chesterfield County,770,James River High,1869,3,1872
2023-2024,21,Chesterfield County,10,Lloyd C. Bird High,2127,8,2135
2023-2024,21,Chesterfield County,632,Manchester High,2246,NA,2246
2023-2024,21,Chesterfield County,600,Manchester Middle,1111,NA,1111
2023-2024,21,Chesterfield County,780,Marguerite F. Christian Elementary,590,1,591
2023-2024,21,Chesterfield County,370,Matoaca Elementary,636,NA,636
2023-2024,21,Chesterfield County,530,Matoaca High,1650,7,1657
2023-2024,21,Chesterfield County,110,Matoaca Middle,806,NA,806
2023-2024,21,Chesterfield County,580,Meadowbrook High,1964,1,1965
2023-2024,21,Chesterfield County,320,Midlothian High,2046,5,2051
2023-2024,21,Chesterfield County,40,Midlothian Middle,1297,2,1299
2023-2024,21,Chesterfield County,280,Monacan High,1643,2,1645
2023-2024,21,Chesterfield County,92,Moseley Elementary,925,NA,925
2023-2024,21,Chesterfield County,360,O.B. Gates Elementary,617,NA,617
2023-2024,21,Chesterfield County,90,Old Hundred Elementary,972,NA,972
2023-2024,21,Chesterfield County,380,Providence Elementary,641,NA,641
2023-2024,21,Chesterfield County,690,Providence Middle,1024,1,1025
2023-2024,21,Chesterfield County,700,Reams Road Elementary,609,NA,609
2023-2024,21,Chesterfield County,730,Robious Elementary,677,NA,677
2023-2024,21,Chesterfield County,760,Robious Middle,1115,1,1116
2023-2024,21,Chesterfield County,720,Salem Church Elementary,510,NA,510
2023-2024,21,Chesterfield County,722,Salem Church Middle,871,NA,871
2023-2024,21,Chesterfield County,800,Spring Run Elementary,866,NA,866
2023-2024,21,Chesterfield County,340,Swift Creek Elementary,737,NA,737
2023-2024,21,Chesterfield County,270,Swift Creek Middle,1135,NA,1135
2023-2024,21,Chesterfield County,410,Thelma Crenshaw Elementary,660,NA,660
2023-2024,21,Chesterfield County,610,Thomas Dale High,2570,12,2582
2023-2024,21,Chesterfield County,880,Tomahawk Creek Middle,1612,NA,1612
2023-2024,21,Chesterfield County,290,W.W. Gordon Elementary,609,NA,609
2023-2024,21,Chesterfield County,860,Winterpock Elementary,798,NA,798
2023-2024,21,Chesterfield County,440,Woolridge Elementary,798,NA,798
2023-2024,22,Clarke County,250,Boyce Elementary,300,NA,300
2023-2024,22,Clarke County,10,Clarke County High,701,1,702
2023-2024,22,Clarke County,290,D.G. Cooley Elementary,497,NA,497
2023-2024,22,Clarke County,280,Johnson-Williams Middle,423,2,425
2023-2024,202,Colonial Beach,22,Colonial Beach Elementary,379,NA,379
2023-2024,202,Colonial Beach,21,Colonial Beach High,226,NA,226
2023-2024,106,Colonial Heights City,40,Colonial Heights High,857,NA,857
2023-2024,106,Colonial Heights City,20,Colonial Heights Middle,648,NA,648
2023-2024,106,Colonial Heights City,50,Lakeview Elementary,439,NA,439
2023-2024,106,Colonial Heights City,30,North Elementary,338,NA,338
2023-2024,106,Colonial Heights City,60,Tussing Elementary,649,NA,649
2023-2024,23,Craig County,11,Craig County High,261,NA,261
2023-2024,23,Craig County,10,McCleary Elementary,209,NA,209
2023-2024,24,Culpeper County,240,A.G. Richardson Elementary,568,NA,568
2023-2024,24,Culpeper County,480,Culpeper County High,1232,NA,1232
2023-2024,24,Culpeper County,20,Culpeper Middle,1059,NA,1059
2023-2024,24,Culpeper County,50,Eastern View High,1542,NA,1542
2023-2024,24,Culpeper County,450,Emerald Hill Elementary,691,NA,691
2023-2024,24,Culpeper County,470,Farmington Elementary,454,NA,454
2023-2024,24,Culpeper County,581,Floyd T. Binns Middle,786,NA,786
2023-2024,24,Culpeper County,582,Galbreath-Marshall Building,8,NA,8
2023-2024,24,Culpeper County,10,Pearl Sample Elementary,653,NA,653
2023-2024,24,Culpeper County,460,Sycamore Park Elementary,700,NA,700
2023-2024,24,Culpeper County,40,Yowell Elementary,675,NA,675
2023-2024,25,Cumberland County,140,Cumberland Elementary,516,NA,516
2023-2024,25,Cumberland County,151,Cumberland High,359,NA,359
2023-2024,25,Cumberland County,152,Cumberland Middle,358,NA,358
2023-2024,108,Danville City,490,Edwin A. Gibson Elementary,463,NA,463
2023-2024,108,Danville City,20,Forest Hills Elementary,205,NA,205
2023-2024,108,Danville City,190,G.L.H. Johnson Elementary,605,NA,605
2023-2024,108,Danville City,1374,Galileo Magnet High,279,NA,279
2023-2024,108,Danville City,210,George Washington High,1288,NA,1288
2023-2024,108,Danville City,200,Grove Park Preschool,116,NA,116
2023-2024,108,Danville City,260,O. Trent Bonner Middle,573,NA,573
2023-2024,108,Danville City,250,Park Avenue Elementary,340,NA,340
2023-2024,108,Danville City,139,R.I.S.E Academy at the John M. Langston Campus,128,NA,128
2023-2024,108,Danville City,40,Schoolfield Elementary,529,NA,529
2023-2024,108,Danville City,30,The Northside Preschool,122,NA,122
2023-2024,108,Danville City,1372,Westwood Middle,554,NA,554
2023-2024,108,Danville City,220,Woodberry Hills Elementary,378,NA,378
2023-2024,26,Dickenson County,20,Clintwood Elementary,273,NA,273
2023-2024,26,Dickenson County,281,Ridgeview Elementary,592,NA,592
2023-2024,26,Dickenson County,275,Ridgeview High,580,NA,580
2023-2024,26,Dickenson County,280,Ridgeview Middle,438,NA,438
2023-2024,27,Dinwiddie County,500,Dinwiddie County High,1323,NA,1323
2023-2024,27,Dinwiddie County,471,Dinwiddie County Middle,927,NA,927
2023-2024,27,Dinwiddie County,310,Dinwiddie Elementary,355,NA,355
2023-2024,27,Dinwiddie County,250,Midway Elementary,349,NA,349
2023-2024,27,Dinwiddie County,10,Southside Elementary,468,NA,468
2023-2024,27,Dinwiddie County,180,Sunnyside Elementary,263,NA,263
2023-2024,27,Dinwiddie County,520,Sutherland Elementary,573,NA,573
2023-2024,28,Essex County,10,Essex High,410,NA,410
2023-2024,28,Essex County,150,James H. Cary Intermediate,331,NA,331
2023-2024,28,Essex County,160,Tappahannock Elementary,422,NA,422
2023-2024,29,Fairfax County,2203,Aldrin Elementary,450,NA,450
2023-2024,29,Fairfax County,660,Annandale High,2196,NA,2196
2023-2024,29,Fairfax County,1360,Annandale Terrace Elementary,668,NA,668
2023-2024,29,Fairfax County,110,Archer Elementary,541,NA,541
2023-2024,29,Fairfax County,1530,Armstrong Elementary,365,NA,365
2023-2024,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,817,NA,817
2023-2024,29,Fairfax County,2459,Bailey's Upper Elementary School for the Arts and Sciences,525,NA,525
2023-2024,29,Fairfax County,1730,Beech Tree Elementary,417,NA,417
2023-2024,29,Fairfax County,560,Belle View Elementary,401,NA,401
2023-2024,29,Fairfax County,720,Belvedere Elementary,628,NA,628
2023-2024,29,Fairfax County,2000,Bonnie Brae Elementary,828,NA,828
2023-2024,29,Fairfax County,1090,Braddock Elementary,920,NA,920
2023-2024,29,Fairfax County,940,Bren Mar Park Elementary,488,NA,488
2023-2024,29,Fairfax County,1790,Brookfield Elementary,696,NA,696
2023-2024,29,Fairfax County,2201,Bryant High,159,NA,159
2023-2024,29,Fairfax County,700,Bucknell Elementary,279,NA,279
2023-2024,29,Fairfax County,2251,Bull Run Early Childhood Resource Center,221,NA,221
2023-2024,29,Fairfax County,2225,Bull Run Elementary,796,NA,796
2023-2024,29,Fairfax County,680,Bush Hill Elementary,678,NA,678
2023-2024,29,Fairfax County,1940,Camelot Elementary,609,NA,609
2023-2024,29,Fairfax County,620,Cameron Elementary,534,NA,534
2023-2024,29,Fairfax County,1590,Canterbury Woods Elementary,797,NA,797
2023-2024,29,Fairfax County,1690,Cardinal Forest Elementary,700,NA,700
2023-2024,29,Fairfax County,2222,Carson Middle,1381,NA,1381
2023-2024,29,Fairfax County,2090,Centre Ridge Elementary,658,NA,658
2023-2024,29,Fairfax County,2205,Centreville Elementary,773,NA,773
2023-2024,29,Fairfax County,200,Centreville High,2488,2,2490
2023-2024,29,Fairfax County,131,Chantilly High,3014,NA,3014
2023-2024,29,Fairfax County,480,Cherry Run Elementary,461,NA,461
2023-2024,29,Fairfax County,100,Chesterbrook Elementary,537,NA,537
2023-2024,29,Fairfax County,1050,Churchill Road Elementary,600,NA,600
2023-2024,29,Fairfax County,260,Clearview Elementary,628,NA,628
2023-2024,29,Fairfax County,1870,Clermont Elementary,537,NA,537
2023-2024,29,Fairfax County,2347,Coates Elementary,951,NA,951
2023-2024,29,Fairfax County,1510,Columbia Elementary,379,NA,379
2023-2024,29,Fairfax County,2234,Colvin Run Elementary,766,NA,766
2023-2024,29,Fairfax County,1190,Cooper Middle,1072,NA,1072
2023-2024,29,Fairfax County,870,Crestwood Elementary,547,NA,547
2023-2024,29,Fairfax County,2020,Crossfield Elementary,556,NA,556
2023-2024,29,Fairfax County,1600,Cub Run Elementary,571,NA,571
2023-2024,29,Fairfax County,1700,Cunningham Park Elementary,409,NA,409
2023-2024,29,Fairfax County,2229,Daniels Run Elementary,819,NA,819
2023-2024,29,Fairfax County,2204,Deer Park Elementary,553,NA,553
2023-2024,29,Fairfax County,220,Dogwood Elementary,739,NA,739
2023-2024,29,Fairfax County,2010,Dranesville Elementary,600,NA,600
2023-2024,29,Fairfax County,2238,Dunn Loring Early Childhood Resource Center,237,NA,237
2023-2024,29,Fairfax County,2243,Eagle View Elementary,673,NA,673
2023-2024,29,Fairfax County,1270,Edison High,2291,2,2293
2023-2024,29,Fairfax County,190,Fairfax County Adult High,241,NA,241
2023-2024,29,Fairfax County,20,Fairfax High,2356,1,2357
2023-2024,29,Fairfax County,1480,Fairfax Villa Elementary,525,NA,525
2023-2024,29,Fairfax County,1630,Fairhill Elementary,544,NA,544
2023-2024,29,Fairfax County,290,Fairview Elementary,761,NA,761
2023-2024,29,Fairfax County,1100,Falls Church High,2158,NA,2158
2023-2024,29,Fairfax County,730,Flint Hill Elementary,609,NA,609
2023-2024,29,Fairfax County,740,Floris Elementary,699,NA,699
2023-2024,29,Fairfax County,70,Forest Edge Elementary,457,NA,457
2023-2024,29,Fairfax County,1450,Forestdale Elementary,534,NA,534
2023-2024,29,Fairfax County,370,Forestville Elementary,580,NA,580
2023-2024,29,Fairfax County,2224,Fort Belvoir Elementary,750,NA,750
2023-2024,29,Fairfax County,2458,Fort Belvoir Upper Elementary,654,NA,654
2023-2024,29,Fairfax County,1920,Fort Hunt Elementary,573,NA,573
2023-2024,29,Fairfax County,390,Fox Mill Elementary,645,NA,645
2023-2024,29,Fairfax County,320,Franconia Elementary,489,NA,489
2023-2024,29,Fairfax County,440,Franklin Middle,825,NA,825
2023-2024,29,Fairfax County,490,Freedom Hill Elementary,529,NA,529
2023-2024,29,Fairfax County,1410,Frost Middle,1248,NA,1248
2023-2024,29,Fairfax County,630,Garfield Elementary,339,NA,339
2023-2024,29,Fairfax County,1170,Glasgow Middle,1725,1,1726
2023-2024,29,Fairfax County,970,Glen Forest Elementary,790,NA,790
2023-2024,29,Fairfax County,530,Graham Road Elementary,408,NA,408
2023-2024,29,Fairfax County,570,Great Falls Elementary,517,NA,517
2023-2024,29,Fairfax County,1840,Greenbriar East Elementary,911,NA,911
2023-2024,29,Fairfax County,1500,Greenbriar West Elementary,624,NA,624
2023-2024,29,Fairfax County,330,Groveton Elementary,790,NA,790
2023-2024,29,Fairfax County,690,Gunston Elementary,545,NA,545
2023-2024,29,Fairfax County,2210,Halley Elementary,616,NA,616
2023-2024,29,Fairfax County,750,Haycock Elementary,829,NA,829
2023-2024,29,Fairfax County,1740,Hayfield Elementary,614,NA,614
2023-2024,29,Fairfax County,1800,Hayfield Secondary,3244,1,3245
2023-2024,29,Fairfax County,1250,Herndon Elementary,807,NA,807
2023-2024,29,Fairfax County,32,Herndon High,2368,1,2369
2023-2024,29,Fairfax County,33,Herndon Middle,900,NA,900
2023-2024,29,Fairfax County,1330,Hollin Meadows Elementary,622,NA,622
2023-2024,29,Fairfax County,1521,Holmes Middle,892,NA,892
2023-2024,29,Fairfax County,350,Hughes Middle,1008,NA,1008
2023-2024,29,Fairfax County,1880,Hunt Valley Elementary,747,NA,747
2023-2024,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,689,NA,689
2023-2024,29,Fairfax County,1980,Hutchison Elementary,1015,NA,1015
2023-2024,29,Fairfax County,1420,Hybla Valley Elementary,891,NA,891
2023-2024,29,Fairfax County,1120,Irving Middle,1218,NA,1218
2023-2024,29,Fairfax County,2235,Island Creek Elementary,722,NA,722
2023-2024,29,Fairfax County,673,Jackson Middle,965,NA,965
2023-2024,29,Fairfax County,1110,Johnson Middle,1140,1,1141
2023-2024,29,Fairfax County,1070,Justice High,2406,NA,2406
2023-2024,29,Fairfax County,1240,Keene Mill Elementary,801,NA,801
2023-2024,29,Fairfax County,980,Kent Gardens Elementary,1007,NA,1007
2023-2024,29,Fairfax County,1901,Key Center,46,NA,46
2023-2024,29,Fairfax County,1900,Key Middle,689,NA,689
2023-2024,29,Fairfax County,1761,Kilmer Center,59,NA,59
2023-2024,29,Fairfax County,1760,Kilmer Middle,1196,NA,1196
2023-2024,29,Fairfax County,1890,Kings Glen Elementary,466,NA,466
2023-2024,29,Fairfax County,1440,Kings Park Elementary,666,NA,666
