school_year,division_number,division_name,behavior_category_code,behavior_category,behavior_code,behavior,number_of_events,region_name,region_number,GEOID
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,7,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",15,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",4,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,6,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO9,"Fire: Attempting to set, aiding in setting, or setting a fire",1,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",19,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",17,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",3,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO15,Using an object not generally considered to be a weapon to threaten or attempt to injure school personnel,1,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO16,Using an object not generally considered to be a weapon to threaten or attempt to injure students or others,3,Northern Virginia,4,51510
2023-2024,101,Alexandria City,BESO,Behaviors that Endanger Self or Others,BESO18,"A crime in the community where the student was charged with an offense relating to the Commonwealth's laws, which is not covered by any other behavior code, but required to be disclosed to the superintendent of the school division pursuant to ¿ 16.1-260(G)",9,Northern Virginia,4,51510
2023-2024,101,Alexandria City,PD,Behaviors to Determine Persistently Dangerous Schools,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,1,Northern Virginia,4,51510
2023-2024,101,Alexandria City,PD,Behaviors to Determine Persistently Dangerous Schools,PD7,Actual or Attempted Robbery,1,Northern Virginia,4,51510
2023-2024,3,Alleghany Highlands County,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,41,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BAP,Behaviors that Impede Academic Progress,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",14,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",22,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",403,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO11,Unauthorized use of school electronic or other equipment,3,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,14,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,12,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",24,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,24,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO10,Possession of stolen items,4,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",8,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO7,Dress Code Violation,3,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",7,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO15,Student is not going to class as assigned,22,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",11,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,60,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,21,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,52,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",33,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",76,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",27,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",96,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,23,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",2,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",4,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),25,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,RB,Relationship Behaviors,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),1,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,7,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,3,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",5,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",116,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",32,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,76,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,55,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC11,Fire alarm: Falsely activating a fire or other disaster alarm,1,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,21,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,80,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,6,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,1,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",47,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,8,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BSC,Behaviors of a Safety Concern,BSC3,Drugs: Possessing drug paraphernalia,10,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",6,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",1,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",4,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",39,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO16,Using an object not generally considered to be a weapon to threaten or attempt to injure students or others,8,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO17,Bomb threat - Making a bomb threat,1,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,18,Western Virginia,6,51005
2023-2024,3,Alleghany Highlands County,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,9,Western Virginia,6,51005
