school_year,behavior_code,behavior,region_name,total_events
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,Northern Virginia,19
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,Southside,3
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,Southwest,5
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,Tidewater,8
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,Valley,3
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,Western Virginia,1
2021-2022,BSC2,Alcohol: Distributing alcohol to other students,NA,1
2021-2022,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Central Virginia,1
2021-2022,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Northern Neck,2
2021-2022,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Northern Virginia,4
2021-2022,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Tidewater,2
2021-2022,BSC21,Stalking as described in the Code of Virginia  section 18.2-60.3,Western Virginia,2
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Central Virginia,13
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Northern Neck,24
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Northern Virginia,187
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Southside,6
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Southwest,7
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Tidewater,22
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Valley,8
2021-2022,BSC22,Stealing money or property using physical force (no weapon involved),Western Virginia,12
2021-2022,BSC24,Leaving school grounds without permission,Central Virginia,1262
2021-2022,BSC24,Leaving school grounds without permission,Northern Neck,419
2021-2022,BSC24,Leaving school grounds without permission,Northern Virginia,1570
2021-2022,BSC24,Leaving school grounds without permission,Southside,92
2021-2022,BSC24,Leaving school grounds without permission,Southwest,162
2021-2022,BSC24,Leaving school grounds without permission,Tidewater,906
2021-2022,BSC24,Leaving school grounds without permission,Valley,274
2021-2022,BSC24,Leaving school grounds without permission,Western Virginia,415
2021-2022,BSC24,Leaving school grounds without permission,NA,21
2021-2022,BSC25,Trespassing,Central Virginia,70
2021-2022,BSC25,Trespassing,Northern Neck,17
2021-2022,BSC25,Trespassing,Northern Virginia,113
2021-2022,BSC25,Trespassing,Southside,3
2021-2022,BSC25,Trespassing,Southwest,4
2021-2022,BSC25,Trespassing,Tidewater,106
2021-2022,BSC25,Trespassing,Valley,11
2021-2022,BSC25,Trespassing,Western Virginia,20
2021-2022,BSC25,Trespassing,NA,1
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Central Virginia,253
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Northern Neck,90
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Northern Virginia,281
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Southside,32
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Southwest,37
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Tidewater,288
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Valley,75
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,Western Virginia,96
2021-2022,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,NA,2
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Central Virginia,254
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Northern Neck,97
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Northern Virginia,534
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Southside,58
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Southwest,69
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Tidewater,422
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Valley,119
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,Western Virginia,107
2021-2022,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,NA,3
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Central Virginia,218
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Northern Neck,70
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Northern Virginia,379
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Southside,18
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Southwest,52
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Tidewater,260
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Valley,64
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,Western Virginia,90
2021-2022,BSC3,Drugs: Possessing drug paraphernalia,NA,6
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Central Virginia,68
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Northern Neck,33
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Northern Virginia,106
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Southside,19
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Southwest,24
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Tidewater,170
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Valley,22
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,Western Virginia,36
2021-2022,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,NA,1
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Central Virginia,1783
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Northern Neck,1179
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Northern Virginia,3439
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Southside,521
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Southwest,1238
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Tidewater,2899
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Valley,1658
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",Western Virginia,1629
2021-2022,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",NA,70
2021-2022,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Central Virginia,104
2021-2022,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Northern Neck,28
2021-2022,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Northern Virginia,122
2021-2022,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Southside,9
2021-2022,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Southwest,18
2021-2022,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,Tidewater,71
